UserId,MovieId,Rating
1,1624,4.8662876931035886
1,2202,3.3372003824859147
1,1464,7.060585595627363
1,4438,6.921698454301393
1,1390,7.1049886174202825
2,3587,7.865186357706742
2,2472,6.263615055138023
2,1416,5.482582682974748
2,2499,0.8417306836640004
2,2427,8.185116343556631
3,4127,9.221188288118137
3,2442,1.0813233655501395
3,3184,2.5317348052356694
3,3861,1.5441349533773407
3,2490,3.949205328020727
4,2892,3.3525142491605338
4,4551,2.3485876114187216
4,1999,9.976735980761832
4,2763,2.051238337873266
4,4780,4.766295445471254
5,4911,5.8607432020389805
5,1236,9.961765329472856
5,2919,2.5681782731629346
5,981,8.209540324142697
5,1787,0.8042140312857815
6,4095,7.772527226013285
6,1695,0.10363144132420787
6,4310,3.309712600908974
6,4350,3.3514971934713382
6,2563,3.81186274665544
7,2111,1.0460960095671534
7,2325,7.470432552952619
7,1864,6.432252081218088
7,3762,9.423666748801903
7,1416,3.8037009403549296
8,517,0.22100692156560187
8,2691,5.732174563830745
8,3690,5.598613961909007
8,243,9.833436341431039
8,3741,9.415443851714668
9,3793,2.81119603860963
9,1527,7.415087711593532
9,900,1.5260461384581547
9,2947,7.148787450614907
9,1947,9.904083152517938
10,2788,7.933769424988466
10,501,2.3696743553776067
10,4641,4.49002437010411
10,3749,4.4134491511913945
10,1068,7.253652083656981
11,2695,5.778494871383665
11,1701,5.748121870949437
11,1772,8.020008123350218
11,1134,2.1927821490851853
11,4642,9.468830260193883
12,4766,3.4694530775846433
12,4456,7.980665476779474
12,2485,5.193041012322738
12,2607,7.740822451600749
12,178,5.468823129033586
13,2813,5.9685569616737055
13,180,7.017675152206131
13,4776,6.3790480763306245
13,407,9.966976965285673
13,1527,3.8332530589104836
14,2335,8.138392232858745
14,3581,7.660052767585942
14,981,1.4875267678324733
14,4001,8.872541963351651
14,3740,8.972107384549453
15,1042,3.0471795279467027
15,4600,5.637350956761553
15,2999,8.864095943612305
15,3641,0.8836334144329461
15,2012,4.5880322730722405
16,3407,9.625673868749587
16,3964,5.990930286620216
16,4811,5.531392407697932
16,1783,3.2398553682087816
16,2311,8.871532395111078
17,4276,6.439748604034189
17,702,4.148854736581188
17,904,2.9470809118263173
17,1035,0.2007301215747137
17,3498,5.237084606985189
18,295,8.53199463543605
18,697,6.998761555983938
18,2306,3.419768259910996
18,3718,7.222339097550675
18,4250,2.8959978150982124
19,4131,3.7106593575792246
19,3437,0.5846305168440358
19,4325,2.432513390371447
19,4499,6.83230843800592
19,4462,6.311989650061449
20,1899,0.39910017157773536
20,4392,1.6365598766239453
20,1759,4.018298743180694
20,1777,4.81776165690873
20,4196,9.576464499000416
21,445,9.934869001844802
21,3969,0.5678963473145582
21,1144,0.7695767156052447
21,4360,7.3453707589564345
21,1006,8.211843786624794
22,2109,5.371981641330058
22,4596,4.986993299980305
22,4666,7.073896875803928
22,3609,4.505157139477673
22,1909,9.648042995497805
23,2326,3.895568591544136
23,3295,9.025675098299589
23,4780,9.000303014621565
23,295,5.565741298995541
23,4307,0.7097902103971709
24,4687,9.715081264248196
24,2628,7.539791005607965
24,2657,0.8644059302135898
24,2303,7.346009422032411
24,392,6.046584004333982
25,1330,2.1934053875832085
25,3120,6.765299471309652
25,5012,2.7700423308371427
25,3164,7.2754952101000985
25,4205,8.094071041595377
26,154,9.433978680536717
26,4167,5.283123784382008
26,946,2.343679716260532
26,1621,2.527114721558536
26,463,2.2198778110007127
